consumer_name,consumer_nb_review_writed,stars,title_review,content_review,date_experience,company
Allan Bouillard,1,5,Excellents vins,Excellents vins ! Envoi rapide et soigné un vrai bonheur !,,lepetitballon.com
Madame Mime,1,5,Le service client est au top,"Le service client est au top ! Une réponse rapide, et qui a pu résoudre mon problème.",,lepetitballon.com
Bernie Gondois,1,5,Je recommande le petit ballon,"Je recommande le petit ballon, choix varié, grande gamme de prix",,lepetitballon.com
Karl Bory,1,5,Je recommande vivement,"Je recommande vivement ! Service client au top, produits de très bonnes qualités.",,lepetitballon.com
Martine Acher,1,5,Superbe service,"Superbe service. Nous sommes très content, livraison rapide et sans casse :)",,lepetitballon.com
DENIS36400,3,5,Je passe un bon moment,"Je passe, en principe, deux mois par an au Portugal et j'aime bien prendre un petit Porto de bonne qualité.J'ai trouvé au Petit Ballon des portos de référence, extra.",,lepetitballon.com
Arnaud,1,5,Sympa,"Sympa, il y a des vins à tous les prix ! Il y a beaucoup de vins qui ne sont pas en stock mais c'est peut être l'époque qui veut ça ! Sinon, tout est très bien",,lepetitballon.com
drouaud,4,5,Parfait,"Rien à dire de plus. C'est parfait que ce soit pour la commande, les conseils et la livraison. Merci",,lepetitballon.com
David,1,1,Victime du succès,Victime du succès ? Les délais de livraison des colis avec abonnement s’allongent.Nous n’avons toujours pas reçu le colis de novembre....,,lepetitballon.com
francoise lenoir,2,5,Agréables découvertes chaque mois,Agréables découvertes chaque mois. A conseiller.,,lepetitballon.com
Josee Mayroux,3,5,Bon concept de très bon vins,,,lepetitballon.com
Otohp Niedam,2,5,Des vins extras,"Des vins extras, des conseillers en ligne disponibles et sympas! On en redemande!! Continuez comme ça ! :-)",,lepetitballon.com
Valmy,1,4,Super concept,Super concept ! Continuez comme ça....,,lepetitballon.com
CHRISTIAN DURR,1,5,BRAVO,"Merci à vous, vous êtes des vrais pro. Je vous ai conseillé à mes amis. Vos vins sont de super qualité.La prochaine fois je commanderai du rhum. Joyeux Noël à tous",,lepetitballon.com
marc livet,1,5,Super service,"Super service, au top, sérieux et professionnel. Une vraie bonne ambiance qui fait du bien en cette période de confinement. Merci à toute l'équipe.",,lepetitballon.com
Francois Arramon,2,5,Très bien mais surtout continuez...,,,lepetitballon.com
Alain Jacquier,1,5,Belle surprise avec des choix de vin…,Belle surprise avec des choix de vin déduisants et un marketing associé intéressant Merci,,lepetitballon.com
Thomas Gtr,1,5,Excellent,"Excellent ! Que ce soit au niveau choix ou livraison, au top !",,lepetitballon.com
Laurebt,7,4,Super concept pour découvrir le vin,Super concept pour découvrir le vin. Je recommande.,,lepetitballon.com
Pascal Bodin,1,5,Service de qualité,"La qualité des vins proposés est toujours présente, et la commande est prise en compte et livrée dans les délais, continuez comme ça.",,lepetitballon.com
JEAN JACQUES BORDES,4,5,Un très bon concept,"Une équipe sympathique, une offre éclectique qui permet de découvrir d'autres régions, une belle prestation (j'aime bien les fiches et la Gazette).J'ai déjà offert des abonnements à des amis ; donc je recommande",,lepetitballon.com
Mr D,2,5,Super concept,Super concept ! Très ludique avec de très bon vins pour tous les budgets !!J'adore !,,lepetitballon.com
Maurice Laloux,2,5,TRES SATISFAIT,"satisfait des vins proposés, compétences et dans les 2 magasins, sérieux et amabilité",,lepetitballon.com
Cyril,3,5,Service à l'écoute,"Service à l'écoute, très agréable, très pro et aux petits soins.",,lepetitballon.com
Robert RUMPLER,1,5,Quel professionnalisme,Grande écoute et réactivité exemplaire. Bravo et Merci.,,lepetitballon.com
Debi Debo,2,5,Merci pour votre réactivité,,,lepetitballon.com
Christian LEBÉE,1,5,Toujours satisfait de votre service…,Toujours satisfait de votre service malgré quelques petits caprices de votre site internet qui finissent toujours par se régler très rapidement.,,lepetitballon.com
Virginie,2,5,Toujours au top !,,,lepetitballon.com
Olivier Desplanque,1,5,J'aime le petit ballon c'est un bon…,J'aime le petit ballon c'est un bon compagnon,,lepetitballon.com
Soava Liviu,4,5,Très intéressant,"Concept très intéressant, les vins reçus correspondent bien à ce qu’on s’attendait et accompagnés par leur fiche de présentation.Super !A mon tour j’offrirai un beau cadeau!",,lepetitballon.com
Marie-Liesse MOULIA,3,5,Très bonne experience,"Produit conforme à la commande, délai de livraison parfait et très bon accompagnement du Petit Ballon tout au long de mon expérience client. Je recommande vivement.",,lepetitballon.com
Julien POIRON,1,5,Très heureuse expérience,"Très heureuse expérience. Vins variés et de qualité ! Et quand par un hasardeux malheur votre colis se casse et repart , hop ! Un mail au service client qui est très réactif et trouve une solution rapide et efficace !! Je recommande vivement, mais surtout n'oubliez pas que les problèmes de colissimo concernent.. la poste.",,lepetitballon.com
Nicolas VIDAL,1,5,Le concept est très intéressant pour…,Le concept est très intéressant pour découvrir des vins que l'on n'aurait peut-être pas découvert en temps normal. Et un très bon rapport qualité prix.,,lepetitballon.com
Laureen MOREAUD,1,5,J'aime le concept,Pour ceux qui ne savent pas comment choisir leur vin ou s'ont ouvert à des suggestions,,lepetitballon.com
gilbert,2,5,très bon rapport qualité /prix ..,très bon rapport qualité /prix ... j'espère que vos oenologues continueront à choisir des bons vins ... et les personnes qui sont jamais contentes et négatives sont à plaindre ; qu'ils fassent un petit tour dans d'autres pays ; ça les calmera ...,,lepetitballon.com
Philippe Travers,1,4,Vins sélectionnés d'excellente qualité,Vins sélectionnés d'excellente qualitéBon rapport qualité /prixPb rencontré traitée très rapidement,,lepetitballon.com
Valérie Manneheut,1,4,reçu message avant livraison de l…,"reçu message avant livraison de l acheminement de mon colis, il a été livre a la date prévue, très bien emballé. Dégustation pour bientôt.",,lepetitballon.com
FABRE,2,5,Livraison dans les temps,"Livraison dans les temps, bien emballé, produits qui correspondent à mon attente, reste plus qu'à déguster.Merci.",,lepetitballon.com
Emie Adr,3,1,Pas de mise à jour du suivi d'expédition depuis 7 jours,Depuis le 11/11 le suivi de ma commande n'a pas bougé. Sur la livraison il était indiqué livré en 4 à 8 jours. Nous sommes au 5ème ouvrés et la commande n'a pas été expédiée. Je suis très déçue. Pourriez-vous regarder s'il vous plaît ? Et expédier rapidement ? Merci beaucoup pour votre aide.,,lepetitballon.com
Catherine marque,1,5,Très bons produits et équipe très sympathique,"Très bons produits. Ambiance sympathique et surprises généralement très bonne tous les mois! Je le recommande à tous les amateurs de vins qui ne savaient jamais quoi choisir en faisant leurs courses. Le SAV est rapide et efficace.Bref, je ne regrette pas notre abonnement et y ai déjà abonné plus d'une personne dans mon entourage!",,lepetitballon.com
Pierre,1,5,Super concept et excellent service,Je suis ravi du cadeau que j’ai reçu. c'est une très bonne formule et de plus les vins proposés sont une surprise à chaque fois ce qui permet de découvrir,,lepetitballon.com
Yannic BIALIK,2,5,Je re-recommande,Mon 1er abonnement se termine bientôt. Je re-signe dès que c'est fini .La game Bio ne m'a jamais déçu. Le descriptif livré avec nous aide à faire un plat et déguster ma livraison. Je resterai fidèle à Petit Ballon.,,lepetitballon.com
Bruno Nicolas,1,5,Un magnifique cadeau d'anniversaire de…,Un magnifique cadeau d'anniversaire de mes filles fait de plein de découvertes,,lepetitballon.com
Benoit Valentin,1,5,Service parfait,"Service parfait, produits très intéressants",,lepetitballon.com
AIRAGRI.SAS,6,5,Une approche très professionnelle,"Une approche très professionnelle. Choix des vins, colisage, transports et délais.",,lepetitballon.com
ll,1,5,Rien à dire c'est super,"Service client au top, colis toujours dans les délais avec les informations de livraisons, très beau colis, étiquette produit toujours pratique, je suis très satisfait",,lepetitballon.com
Ingrid,1,5,Excellent concept,Excellent concept! Le service client est extrêmement réactif.,,lepetitballon.com
Alexandre Thomas,3,5,RAS je recommande,"RAS service client qui m’a répondu comme il le faut et clairement. Good job Lucie ! Merci pour ces belles bouteilles, hâte d’avoir les prochaines !",,lepetitballon.com
Gérard,3,5,le petit ballon permet de découvrir des vins de différents producteurs et différentes origines,"le petit ballon permet de découvrir des vins de différentes origines, de producteurs de différentes régions, et de ce fait déguster avec plaisir tous ces vins.",,lepetitballon.com
Michel Lopez,1,5,Livraison conforme arrivée dans un…,Livraison conforme arrivée dans un délai tout à fait satisfaisant. Entière satisfaction.,,lepetitballon.com
Lucas,7,5,Super concept,"Super concept, superbe équipe. Les produits arrivent rapidement et sans casse. Je ne suis jamais déçu des vins que je reçois, je découvre chaque mois des pépites à prix correct.Merci Le Petit Ballon !",,lepetitballon.com
EGELS,1,4,Je suis ravi du cadeau que m'ont fait…,"Je suis ravi du cadeau que m'ont fait mes enfants, c'est une très bonne formule et de plus les vins proposés sont excellents.",,lepetitballon.com
Marc V,2,4,Très satisfait des vins reçus,"Très satisfait des vins reçus. De vraies trouvailles !Pour les aspects livraisons exceptionnelles ne mettre que des outils en ligne éprouvés et testés, permettra d'éviter de recourir à des réponses personnelles, gage de qualité, mais mesure de rattrapage...Bonne poursuite de développement à Le Petit Ballon !Un client content, mais exigeant sur la qualité du service.",,lepetitballon.com
Lolodenantes,3,5,De véritables pro,"Malgré un dérapage dans la livraison : 3 bouteilles au lieu de 6 commandées, la maladresse du préparateur de commande ou un colis sur deux perdu dans le transport, Petit Ballon a été très réactif pour solutionner le problème.Vins de qualité au bon rapport qualité prix. Continuez comme ça.",,lepetitballon.com
Laurent Weber,1,5,Super caviste et service,Commandé et livré en 48h. Bouteilles bien protégées. Parfait. Merci à l'équipe et bonne continuation.,,lepetitballon.com
belair 75,3,5,je trouve chez vous les vins qui me resemblent,je trouve chez vous les vins qui me correspondent. C'est la 1ere fois de ma vie que j'arrive a faire ainsi confiance a un caviste... il était temps. Et vous ne me prenez pas le chou avec des termes snobs et creux au moins.,,lepetitballon.com
Lionel Despres,1,5,Offrez l’abonnement sans hésitation !,Offrez l’abonnement sans hésitation !Le principe du site est juste top et permet de recevoir le type de vin que l’on souhaite et de faire de belles découvertes,,lepetitballon.com
Océane Favé,1,5,Je recommande vivement,Concept très sympa ! Le site du Petit Ballon est très ludique. Toujours de très bonnes explications pour chaque vin reçu. Le petit + : la gazette qui nous permet d'en apprendre plus sur Le Petit Ballon mais aussi sur le vin en général.Je recommande vivement (surtout pour un cadeau) !,,lepetitballon.com
Michel Escure,1,5,Plusieurs commandes passés sur le petit…,Plusieurs commandes passés sur le petit ballon est jamais eu de problème. Des produits tout à fait acceptables Très bon rapport qualité prix surtout sur la gamme Bio.Continuez comme ça.,,lepetitballon.com
angelique gilli,1,5,Deuxième abonnement qu'on m'offre,"Deuxième abonnement qu'on m'offre, on me connait bien 😏😄... Jamais les mêmes vins, de belles découvertes, chacun ses goûts donc difficile de dire ""bon"" ou ""moins bon"" qd on n'est pas de vrai connaisseurs mais qu'on sait ce qui nous plaît ☺️... Heureusement il y a la petite gazette, que je me régale aussi à lire pour apprendre bcp de choses !Le prochain abonnement j'essaierai le tout bio! PS: super relation clientèle : je n'avais pas activé ma carte dans le délai, un p'tit mail, une réponse très gentille et activation pour encore une bonne dégustation ! Encore merci!Longue vie ""au Petit Ballon"" que je suis sur Instagram avec plaisir aussi!",,lepetitballon.com
David,1,5,"Très bonne adresse, ne pas hésiter !","Vins au rapport qualité prix intéressant, notamment la tranche 10/20€Les vins de type pépites, notamment Okoma rouge (assemblage) sont topissimes pour le prix.Délai de livraison rapide.J’ai fait des abonnements comme des achats spontanés. Je commande régulièrement du vin sur Le Petit Ballon mais aussi ailleurs. Et je recommande Le Petit Ballon pour les débutants comme les confirmés.",,lepetitballon.com
Sébastien Molina,2,5,Une bouteille malheureusement…,Une bouteille malheureusement bouchonnée et remplacée en 48h... bravo!,,lepetitballon.com
Christine Tony,1,5,Ravie de mon 📦 colis,Ravie de mon 📦 colis. Agréable surprise de voir une Gazette jointe ainsi que des attaches bouteilles décrivant le 🍷 vin.BravoA conseiller vivement,,lepetitballon.com
Monnom,1,5,Le meilleur marchand en ligne de bons…,Le meilleur marchand en ligne de bons vins,,lepetitballon.com
Pierre MACCIONI,1,4,"Je râle pour le délai de livraison, mais je suis très content au final sur les colis!!!","Délai complètement pétardé (1 mois de retard pour le premier colis) mais colis correspondant aux attentes avec de jolis choix de vins intéressants (que je n'aurais jamais choisis a priori !) bien documentés (fiches et gazettes), bien emballés (cartons antichocs) avec pleins d'espoirs de convivialité et de partage de dégustations en famille ! Merci ! Pierre",,lepetitballon.com
JJ,2,5,La Clape sur des chataignes,La Clape sur des chataignes : génial !!!,,lepetitballon.com
Gaspard Lépine,1,5,Sitôt commandé Sitôt arrivé,Sitôt commandé Sitôt arrivé. Un emballage solide adapté et beau. Un contenu pertinent et élégant. Très bien,,lepetitballon.com
MICHEL P,1,5,Petit amateur de vin,"Petit amateur de vin, je suis tout à fait satisfait du choix des envois. Je découvre de nouveau vin et de ce fait je voyage également par l'intermédiaire des vins que me font proposés. Merci encore, c'est génial. bien à vousMichel,",,lepetitballon.com
Mélanie Justine,1,5,De belles découvertes,"De belles découvertes, et un service client au top ! Aucune déception pour l’instant. J’attends chaque mois ma box avec impatience !! :-)",,lepetitballon.com
Tom Vidal,1,5,merci beaucoup (:,,,lepetitballon.com
Nic DEMILLEVILLE,3,5,Parfait !,"Parfait, de la commande à la livraison !",,lepetitballon.com
DERRADJI Marc,1,5,Très bonne surprise,Très bonne surprise ! Hâte de déguster ces bouteilles tout en apprenant plein de chose sur ces vins grâce aux fiches.,,lepetitballon.com
GAUTHIER ROLAND,5,5,"Au départ un cadeau de mes enfants, ref:565026","Au départ un cadeau de mes enfants, pour moi idée géniale.Problème: l’adresse de livraison avait été mal remplie et donc le colissimo impossible à récupérer. Après l’envoi d’un mail explicatif au petit ballon et une réponse rapide de leur part j’ai récupéré le colissimo sous 48h donc je leur dis bravo et un grand merci car l’affaire était très mal engagée avec la poste.Une communication efficace, très cordiale, simple et hyper rapide 👏👍. RG.",,lepetitballon.com
Sébastien,1,5,Chaque mois une super sélection…,Chaque mois une super sélection correspondant à mon profile de vin .De belles découvertes. Une équipe sympathique et réactive.Longue vie au petit ballon.,,lepetitballon.com
Madame vanessa Primet,5,5,Je trouve l’idée très sympa,Je trouve l’idée très sympa. Découvrir des vins sélectionnés que nous n’aurions pas forcément choisi ni connu. Nous avons reçu un abonnement de 6 mois en cadeau avec 2 bouteilles que nous recevons tous les mois. J’offrirai probablement le même cadeau à mon tour.,,lepetitballon.com
Monsieur Philippe Quilgars,2,5,sortir des sentiers battus,c'est l'occasion de sortir des sentiers battus et découvrir des vins surprenants,,lepetitballon.com
Mathieu Garino,1,5,Le concept est juste top,"Le concept est juste top, des sélections de différents vins très bon et pour tout les prix",,lepetitballon.com
Beaudouin Matthieu,1,5,Des vins originaux et inconnus tous les…,Des vins originaux et inconnus tous les mois. Réel plaisir de les découvrir avec des amis. Je recommande à tous.,,lepetitballon.com
François LAURENT,2,5,Délai respecté,"Délai respecté, produit sympathique... parfait",,lepetitballon.com
Ginie Court,1,5,Hâte de déguster ma box,Hâte de déguster ma box : des vins que je n’aurais pas pu découvrir autrement,,lepetitballon.com
Erick,2,5,Je découvre le petit ballon,"Je découvre la première sélection de mon cadeau d'anniversaire, première impression sur la gestion globale du site, des conseils, de l'expédition et de la livraison, un sans faute rien a dire. Pour la dégustation et l'appréciation, pas encore apprécié ni jugé, mais ça me semble de très bonne augure.",,lepetitballon.com
Philippe de Nantes,1,5,Que du bonheur !,Que du bonheur !dans les découvertes mois après mois.,,lepetitballon.com
Fabien,3,5,Le petit ballon c'est super,"Le petit ballon c'est super, il nous apprend à déguster des vins, c'est un petit plaisir qui arrive tout les mois, je recommande !",,lepetitballon.com
JC Garden,1,5,Belle expérience,"Le site est très agréable, la commande facile, la gamme de prix raisonnable, l'information régulière utile et ludique, l'emballage protecteur.Il me reste encore à goûter, le vin se repose du voyage.",,lepetitballon.com
Michel Maguerez,1,5,Satisfaction toujours au rendez vous.,très très bien,,lepetitballon.com
Magali,2,5,2ème colis reçu,"2ème colis reçu, entièrement satisfaite, des vins que je ne connais pas, du coup c'est génial, j'adore.",,lepetitballon.com
Mercadal,1,4,Pas de recul pour pouvoir juger por l…,Pas de recul pour pouvoir juger por l instant,,lepetitballon.com
Monsieur maurice jullien,4,5,j'ai bien aimé et je vais continuer…avec une autre formule,j'ai bien aimé et je vais continuer avec vous sur une autre formule,,lepetitballon.com
Jack Varenne,3,5,Salut,"Salut ! Des années de partage, de découverte.Continuée 👍",,lepetitballon.com
Gérard Mercier,2,5,Jolis vins à découvrir,"Bon produits, souvent originaux, livrés rapidement avec des frais contenus.",,lepetitballon.com
Jean-Paul Neuvial,1,5,Très bons produits,"Très bons produits, jamais je n'ai été déçu.",,lepetitballon.com
fanny m,4,5,Découverte du petit ballon par un…,Découverte du petit ballon par un abonnement cadeau. Bonne expérience pour le moment.,,lepetitballon.com
Laurent Moury,1,5,C'est l'île aux trésors,"C'est l'île aux trésors, découvertes permanentes. Les jus sont bons et les prix abonnés sont justes. Que demande le buveur (modéré mais si). Lm",,lepetitballon.com
Vincent,1,5,Concept sympa et original,Concept sympa et original. L'occasion de découvrir de nouveaux vins.,,lepetitballon.com
Consumer,2,5,Le coffret est génial,Le coffret est génialJ’ai l’impression de me balader en France et de faire de merveilleuses découvertes !Tous les mois c’est NoëlTOP!!!!,,lepetitballon.com
Nataly Lanouvellevie,1,5,c'est toujours un plaisir de recevoir…,"c'est toujours un plaisir de recevoir son colis dans la boite aux lettres, les délais sont respectés, nous sommes informés, je suis ravie de mon abonnement et toujours très heureuse de faire partager et de déguster une bonne bouteille avec mes amis!",,lepetitballon.com
Nathalie Malnis,2,5,ravi du petit ballon merci,,,lepetitballon.com
fred,2,5,Très bonne expérience à renouveler,,,lepetitballon.com
Julien Vincent,1,5,Plein de découvertes...,Plein de découvertes différentes et variées top 👌🏼,,lepetitballon.com
Sparty,1,5,Livraison rapide et en parfait état,,,lepetitballon.com
Dominique Visensang,1,4,Bonne expérience,"Bonne expérience, mais déjà vécu",,lepetitballon.com
Gilles Naude,3,5,Le Petit Ballon,Le Petit Ballon. Toujours des bon vins. Livraison rapide.,,lepetitballon.com
Maxence,1,5,Au top,"Je ne compte plus mes commandes chez Le Petit Ballon, service parfait, immense valeur ajoutée, les ami.e.s sont toujours satisfait.e.s, que dire de plus à part merci, et que les dégustations continuent !",,lepetitballon.com
Marie-Ange RAGET-BAJER,3,5,Service client très professionnel,"J'avais reçu un abonnement en cadeau avec retrait en boutique, ce qui me faisait loin. J'ai contacté le service client pour savoir si cela pouvait être modifié et tout a été mis en œuvre pour que je puisse recevoir les bouteilles au plus proche de chez moi, avec une efficacité redoutable. Ne reste plus qu'à les déguster maintenant !",,lepetitballon.com
Pierrick Ribiollet,1,5,La box vin à prendre illico presto !,"Des vins sans baratin ! Un vrai régal... Du nouveau à chaque fois, des conseils sur fiche technique hyper bien fait et un magazine chaque mois pour découvrir et apprendre ! Merci",,lepetitballon.com
Jérôme Valentin,1,4,Une bonne dégustation,C'est agréable de déguster des vins de toutes les régions ou d'autres pays. Je n'ai jamais été déçu.,,lepetitballon.com
thierry9345,4,5,Tout est parfait,Tout est parfait. Livraison très rapide et conforme à la commande. Site très sérieux.,,lepetitballon.com
hugues levier,1,5,Excellente découverte,Excellente découverte Très satisfait Merci à vous belle découverte,,lepetitballon.com
Michel Carrier,1,5,Grand choix.Très bons conseils et…,Grand choix.Très bons conseils et livraison très rapide,,lepetitballon.com
Nico,1,5,Excellent,"Beaucoup de choix, prix correct, livraison ultra rapide !!",,lepetitballon.com
CSTEP,3,5,Super,Très bons vins avec un bon rapport qualité/prix.,,lepetitballon.com
Fantine Rouxel,1,5,Uniquement de bonnes expériences,"Uniquement de bonnes expériences, que ce soit en vin ou en spiritueux. Je recommande vivement !",,lepetitballon.com
Bullou,1,4,Cadeau de ma fille pour mon annif,Cadeau de ma fille pour mon annif. Idée sympa qui permet de découvrir des vins facilement.,,lepetitballon.com
Madeleine,3,5,Champagne,"Nos enfants nous ont offert l'année dernière un abonnement Petit Ballon et nous étions toujours heureux de recevoir vos bouteilles, donc c'est avec confiance que j'ai commandé ces 12 bouteilles de champagne ! Si je suis déçue je vous le ferais savoir :)",,lepetitballon.com
Benjamin BOUROTTE,1,5,Clients satisfait,"Je recommande sans hésiter, j'ai offert deux pack découverte les personnes sont ravi et vons sûrement prolonger leur abonnement.Les vins sont exelent quelque soit le choix de région ou le type de vin.",,lepetitballon.com
Emmanuel MEUNIER,1,5,Les sélections sont toujours sympas,Les sélections sont toujours sympas. on adore !,,lepetitballon.com
Euvrard,1,5,Rapidite de livraison,Rapidite de livraison. Les plaquettes explicatives des produits sont très bien rédigées.,,lepetitballon.com
Blot,1,5,Commande automne,Selection au top. Des decouvertes à chaque fois.Suivi client impeccable.,,lepetitballon.com
Raphaël,6,5,Envoi rapide et belle sélection de vins,,,lepetitballon.com
Client Corine 34,8,5,Plaisir des sens,Très bon site au choix diversifié et au prix attractif,,lepetitballon.com
COCO67,1,5,1ere livraison,"Pour l'instant je viens de recevoir ma 1ere livraison.Je n'ai pas encore goûté 😉.Colis bien emballé, receptionné en parfait état et dans le délai annoncé et le petit plus, les conseils de dégustation pour moi qui n'a pas de grandes connaissances en vin mais qui apprécie un verre de temps en temps avec modération bien sûr.",,lepetitballon.com
DAGONNEAU christophe,1,1,pas de livraison,"Abonnement pris le 05/09, prélèvement bancaire le 07/09, délais de livraison annoncé autour du 15/09... Aujourd'hui le 26/09, toujours rien!!! Malgré les messages au service client, pas de réponse!!! Ça commence bien pour mon premier mois d'abonnement qui sera sans doute le dernier d'ailleurs...",,lepetitballon.com
DADY COOL,2,5,Colis en retard,"Un colis n'était pas arrivé le mois dernier.Après une simple réclamation, la réponse a été rapide et le colis réceptionné rapidement. Belle efficacité.",,lepetitballon.com
Etienne de Bryas,2,5,Propre et rapide,"Propre et rapide, merci",,lepetitballon.com
Mumu Muriel,1,5,Apéritif a tout heure,"Apéritif a tout heure, le bonheur du viticulteur!!!",,lepetitballon.com
LEGATE Patrice,1,5,Très satisfait de la qualité et de la…,Très satisfait de la qualité et de la diversité des vins ainsi que des explications qui sont fournies. L’intérêt réside aussi qu’il s’agit de vins de petites propriétés ou méconnues du grand public et qui méritent d’être connues et reconnues.,,lepetitballon.com
Caillet bernard,9,5,Avis commande 103341440,"Très bon site que j'ai découvert par le biais de mes enfants qui, pour mon anniversaire m'ont offert un coffret découverte (6 bouteilles sélectionnées selon mes gouts, livrées à raison de 2 bouteilles par mois). Le cadeau dure ainsi plus longtemps. Je recommande fortement ce site pour soi même ou pour faire un cadeau sympa.",,lepetitballon.com
Pilouone,11,5,Prestation et documentation parfaites.,"Prestation et documentation parfaites.S'agissant des vins, l'appréciation sera pour la prochaine fois...",,lepetitballon.com
Pascal,1,5,Equipe & produits sympas !,"Equipe & produits sympas, c'est pratique de pouvoir découvrir des vins et affuter ses goûts tranquillement à la maison.Parfois des colis perdus (merci la poste) problème vite réglé par un support client efficace.",,lepetitballon.com
francois leverd,1,5,Parfait,Parfait! Très bons choix de vins Et de très belles découvertes!,,lepetitballon.com
Cyrille VIEL,2,5,Sérieux et réactif,Sérieux et réactifAucun problème sur mes nombreuses commandes,,lepetitballon.com
Bernard Vaisse,1,5,original et agréable,,,lepetitballon.com
Gérard PECOU,2,5,Correspond a mes attentes,,,lepetitballon.com
Alain Pandelé,1,5,Découverte,"Le petit ballon est un cadeau de nos filles. Nous découvrons. Le premier vin ouvert était très agréable. Voyons pour la suite.Bien cordialement,Alain Pandelé",,lepetitballon.com
jean-françois robinet,2,5,Des vins inattendus et excellents !,La livraison mensuelle de vins inattendus est une excellente idée que je recommande comme cadeaux aux amateurs de découvertes !,,lepetitballon.com
JJ,2,5,Très satisfait,,,lepetitballon.com
Madame Boutry,3,5,Rien à redire,Rien à redire : prix correct livraison rapide reste maintenant à les déguster ...,,lepetitballon.com
Rose marie TOMASI - DE COSTER,5,5,J'en dirai plus quand j'aurai goûté le…,"J'en dirai plus quand j'aurai goûté le vin, pour l'instant je n'en suis qu'à la reception.",,lepetitballon.com
Pulicani,2,5,J'ai connu le petit ballon grâce a un…,J'ai connu le petit ballon grâce a un ami et j'en suis trèssatisfait et vous fait une bonne publicité soyez en surs,,lepetitballon.com
Garnot Didier,1,5,Bonne surprise pour la premiére…,Bonne surprise pour la premiére livraison des deux bouteilles,,lepetitballon.com
jean-baptiste brunet,2,5,La difficulté rencontrée est la…,La difficulté rencontrée est la perturbation des services de transport...,,lepetitballon.com
Claude bassman,2,5,Bons vins proposés,"Bons vins proposés, livraison sans faille. Conseils intéressants . Bravo.",,lepetitballon.com
GUEVEL Serge,2,5,Un moyen de faire de belles découvertes.,,,lepetitballon.com
Daniel Vandewalle,3,5,Excellent site,"Bonne carte, prix raisonnables, expédition sécuriséeRien à craindre, je recommande",,lepetitballon.com
markassuza,1,4,1ER COLIS,1ER COLIS1ER DECOUVERTETRES BON SERVICE,,lepetitballon.com
Patrick Giorgini,1,4,Le petit ballon nous fait découvrir des…,Le petit ballon nous fait découvrir des vins inconnus. La qualité de ceux-ci est variable mais reste toujours correcte. C'est avec curiosité et impatience que j'ouvre mon colis chaque mois... En somme une bonne formule...,,lepetitballon.com
Martine LIEVIN,1,5,Il s'agit de mon troisième abonnement,"Il s'agit de mon troisième abonnement, je ne m'en lasse pas ! de belles découvertes, surtout en vins étrangers en ce qui me concerne. Même pendant la crise sanitaire le petit ballon a su répondre présent. Le ""SAV"" répond rapidement en cas de difficultés. Rien à dire, que du bonheur.Merci à toute l'équipe",,lepetitballon.com
Monsieur TASTET,5,5,À recommander,,,lepetitballon.com
ISABELLE LESIGNE,1,5,Vous êtes vraiment trop top cordialement,,,lepetitballon.com
Delphine Balay,1,5,Excellent service,"Excellent service ! Très pros depuis l envoi jusqu’au contenu (vin, fiche description, gazette). Bravo",,lepetitballon.com
Maridet,1,5,Suivis de la commande précis ainsi que…,Suivis de la commande précis ainsi que toute les étapes entre la commande et la livraison.Mention très bien pour le livret qui accompagne le colis qui vous donne envi de faire partis de la famille du petit ballon.,,lepetitballon.com
Sigot Francois,2,5,Excellent !,Excellent !Très bons conseils Délai de livraison excellentPrix raisonnables,,lepetitballon.com
Claude Buannec,1,5,Vraiment très heureux de vous avoir…,Vraiment très heureux de vous avoir connu je suis satisfait de vos sélections Espère recevoir vos sélections afin de pouvoir faire des commandes de temps en temps dans l'avenir. CordialementMr Buannec,,lepetitballon.com
Fulvio Nascimbeni,2,5,Équipe très à l'écoute.,"Équipe très à l'écoute., très professionnelle. Je suis satisfait. Merci",,lepetitballon.com
Cédric Postman,1,5,Excellent service,Excellent service. Découverte de nombreux vins que je n'aurais jamais goûté autrement. Descriptif et fiche accompagnant les vins de l'abo superbes et très fournis. Je recommande😍.,,lepetitballon.com
mazzella yves,1,5,Du bonheur !,"Chez le petit ballon , on a pas l’impression de simples commandes en ligne mais d’être directement en contact avec une équipe très sympathique et professionnelle à la fois , et des découvertes à chaque colis agrémentés parfois de petites attentions !Que du bonheur !",,lepetitballon.com
Sébastien BORZELLINO,5,5,Assez satisfait.,Pour une première découverte je suis satisfait vin de bonne qualité..Je recommande.,,lepetitballon.com
Adrián Valenzuela Castelletto,3,4,Très bien,Très bien. J'adore cette petite cave !,,lepetitballon.com
Laure Bannier,1,5,De surprises en surprises,De surprises en surprises ! Le petit ballon propose des vins adaptés à vos goûts et votre profil ! Satisfaction garantie. A offrir ou à s’offrir.,,lepetitballon.com
d'hotel,5,5,3 mois d'abonnement en guise de cadeau…,"3 mois d'abonnement en guise de cadeau pour la fête des pères offert par mon fils( abonné).Ce site nous fait découvrir des vins de viticulteurs passionnés, souvent inconnus dans la grande distribution. Un immense plaisir pour un amateur, que je suis, de découvrir ce savoir faire et cette richesse œnologique . Bravo au"" PETIT BALLON "" pour leurs envois des bouteilles ainsi que les fiches de renseignements du terroir et des plats qui sont en harmonies avec chaque millésimes. Je m'abonne pour la suite !!",,lepetitballon.com
Lucien Lorret,6,5,Belle expérience avec le petit ballon .,,,lepetitballon.com
