consumer_name;consumer_nb_review_writed;stars;title_review;content_review;date_experience;company;category;review;preprocess_review;sentiment;sentiment_nb;sentiment_confidence
Client;2;5.0;Impeccable;Impeccable . Traitement rapide . Envoie rapide .;;gothyka.com;events_entertainment;Impeccable . Traitement rapide . Envoie rapide .;impeccable traitement rapide envoie rapide;1;0;1.0
Marina;2;5.0;Commande rapide et livraison tip…;Commande rapide et livraison tip surtout en periode de confinement;;gothyka.com;events_entertainment;Commande rapide et livraison tip surtout en periode de confinement;commande rapide livraison tip periode confinement;1;0;1.0
Client;1;5.0;Produit conforme;Produit conformeLivraison rapide;;gothyka.com;events_entertainment;Produit conformeLivraison rapide;produit conformelivraison rapide;1;0;1.0
Marjorie Morel;4;4.0;Produit de qualité;Produit de qualité. expédition rapide;;gothyka.com;events_entertainment;Produit de qualité. expédition rapide;produit qualité expédition rapide;1;0;1.0
Remi FILLON;2;5.0;Très professionnel;Très professionnel. Aucun soucis.;;gothyka.com;events_entertainment;Très professionnel. Aucun soucis.;très professionnel soucis;1;0;1.0
Client;1;5.0;Livraison rapide et produit conforme à…;Livraison rapide et produit conforme à la description. Rien à redire.;;gothyka.com;events_entertainment;Livraison rapide et produit conforme à la description. Rien à redire.;livraison rapide produit conforme description rien redire;1;0;1.0
Orzer;3;5.0;Envoie rapide;Envoie rapide reçu en 1 semaine environ.;;gothyka.com;events_entertainment;Envoie rapide reçu en 1 semaine environ.;envoie rapide reçu 1 semaine;1;0;1.0
montarou sabrina;3;5.0;Rapide et produits conformes à la…;Rapide et produits conformes à la commande;;gothyka.com;events_entertainment;Rapide et produits conformes à la commande;rapide produits conform commande;1;0;1.0
languille pASCALE;1;5.0;objets conformes au site.;objets conformes au site.bonne qualité.réception très rapide;;gothyka.com;events_entertainment;objets conformes au site.bonne qualité.réception très rapide;objets conform site bonne qualité réception très rapide;1;0;1.0
Client;1;5.0;Très bien !;Commande et livraison impeccable !;;gothyka.com;events_entertainment;Commande et livraison impeccable !;commande livraison impeccable !;1;0;1.0
Client;2;5.0;colis recu tres rapidement;colis recu tres rapidement, conforme a mes attentes;;gothyka.com;events_entertainment;colis recu tres rapidement, conforme a mes attentes;colis recu rapidement conforme attentes;1;0;1.0
Client;1;5.0;Nickel;NickelReçu en temps et en heure Produit conforme à la description;;gothyka.com;events_entertainment;NickelReçu en temps et en heure Produit conforme à la description;nickelreçu temps heure produit conforme description;1;0;1.0
ANAIS CHENEAU;2;3.0;Pas assez de choix;Pas assez de choix, et les vêtements font beaucoup trop adolescence.;;gothyka.com;events_entertainment;Pas assez de choix, et les vêtements font beaucoup trop adolescence.;choix vêtements beaucoup trop adolescence;1;0;1.0
CLAUDINE LECOURT;10;5.0;Très bel article conforme à mon…;Très bel article conforme à mon attente. Livraison très rapide.;;gothyka.com;events_entertainment;Très bel article conforme à mon attente. Livraison très rapide.;très bel article conforme attente livraison très rapide;1;0;1.0
"Ophé;";2;5.0;Expédition très rapide et gravure de…;Expédition très rapide et gravure de qualité!;24 février 2021;verrecreations.fr;events_entertainment;Expédition très rapide et gravure de qualité!;expédition très rapide gravure qualité !;1;0;1.0
Matt;2;5.0;Un service de gravure rapide le…;Un service de gravure rapide le résultat est impeccable et arrivé en moins d'une semaine.;;verrecreations.fr;events_entertainment;Un service de gravure rapide le résultat est impeccable et arrivé en moins d'une semaine.;service gravure rapide résultat impeccable arrivé semaine;1;0;1.0
CN;2;4.0;Bon Service;réponse rapide à la commande, suivi et envoi correct, comme annoncé.;;verrecreations.fr;events_entertainment;réponse rapide à la commande, suivi et envoi correct, comme annoncé.;réponse rapide commande suivi envoi correct annoncé;1;0;1.0
Jipé;1;5.0;Verres sympas;Verres sympas. Livraison rapideImpeccable;;verrecreations.fr;events_entertainment;Verres sympas. Livraison rapideImpeccable;verres sympas livraison rapideimpeccable;1;0;1.0
Nicola;1;5.0;Parfait;Parfait, merci :-);;verrecreations.fr;events_entertainment;Parfait, merci :-);parfait : - );2;0;1.0
Cindy m.;1;5.0;Une équipe très à l’écoute et très;Une équipe très à l’écoute et très professionnelle.;;verrecreations.fr;events_entertainment;Une équipe très à l’écoute et très professionnelle.;équipe très écoute très professionnelle;1;0;1.0
guillaume;1;5.0;Excellent;ExcellentParfait rien a direMerci;;verrecreations.fr;events_entertainment;ExcellentParfait rien a direMerci;excellentparfait rien diremerci;1;0;1.0
Magali kivits;2;5.0;Superbe 😊;Superbe réalisationCadeau réussi;;verrecreations.fr;events_entertainment;Superbe réalisationCadeau réussi;superbe réalisationcadeau réussi;2;0;0.841
LIBES BRUNO;2;4.0;conforme à la commande et reçu…;"conforme à la commande et reçu rapidement;";;verrecreations.fr;events_entertainment;"conforme à la commande et reçu rapidement;";"conforme commande reçu rapidement ;";1;0;1.0
Anthony Denizot;1;5.0;Bien;Livraison rapide, produit conforme;;verrecreations.fr;events_entertainment;Livraison rapide, produit conforme;livraison rapide produit conforme;1;0;1.0
Jérôme Tourasse;1;5.0;flûtes gravées;Conforme, rapide.;;verrecreations.fr;events_entertainment;Conforme, rapide.;conforme rapide;1;0;1.0
julien Righeschi;1;5.0;Service rapide;Service rapide , produit correspondant à mes attentes .;;verrecreations.fr;events_entertainment;Service rapide , produit correspondant à mes attentes .;service rapide produit correspondant attentes;1;0;1.0
Jean-Philippe THUILLIER;1;5.0;Ne changez rien;Ne changez rien, extra!;;verrecreations.fr;events_entertainment;Ne changez rien, extra!;changez rien extra !;1;0;1.0
Sébastien Lefebvre;2;5.0;Produits de qualité;Produits de qualité, livrés comme il eteaot prévu;;darklyhandsome.com;events_entertainment;Produits de qualité, livrés comme il eteaot prévu;produits qualité livrés eteaot prévu;1;0;1.0
CLAIRE DELZENNE;1;5.0;Je commence à utiliser les produits mon…;Je commence à utiliser les produits mon avis serait plus tard ici quelques semaines;;darklyhandsome.com;events_entertainment;Je commence à utiliser les produits mon avis serait plus tard ici quelques semaines;commence utiliser produits avis tard ici semaines;1;0;1.0
Client;5;5.0;Commande conformé;Commande conformé, livrée dans les délais;;darklyhandsome.com;events_entertainment;Commande conformé, livrée dans les délais;commande conformé livrée délais;1;0;1.0
Alex sts;1;5.0;Bien;Bien bien bien;;darklyhandsome.com;events_entertainment;Bien bien bien;bien bien bien;2;0;1.0
JOSE Duarte;1;1.0;Le produit ne correspond pas à la…;Le produit ne correspond pas à la commande;;darklyhandsome.com;events_entertainment;Le produit ne correspond pas à la commande;produit correspond commande;1;0;1.0
Adélaïde Trouvé;1;5.0;Recommande;Livraison rapide et produits conforment à la description;;darklyhandsome.com;events_entertainment;Livraison rapide et produits conforment à la description;livraison rapide produits conforment description;1;0;1.0
MAURO LANDUCCI;4;5.0;envoi reçu très rapidement.;envoi reçu très rapidement.commande exacte!!;;darklyhandsome.com;events_entertainment;envoi reçu très rapidement.commande exacte!!;envoi reçu très rapidement commande exacte ! !;1;0;1.0
VALENTIN GRANDE;1;5.0;Produits de qualités;Produits de qualités, livraison rapide !!;;darklyhandsome.com;events_entertainment;Produits de qualités, livraison rapide !!;produits qualités livraison rapide ! !;1;0;1.0
CHRISTOPHE SPANIOL;4;4.0;Super;Super, bonne reception;;darklyhandsome.com;events_entertainment;Super, bonne reception;super bonne reception;2;0;0.841
Jean-Marc Lange;2;1.0;Le colis est revenu chez vous;Le colis est revenu chez vous Je n’ai pas de nouvelles du colis;;darklyhandsome.com;events_entertainment;Le colis est revenu chez vous Je n’ai pas de nouvelles du colis;colis revenu nouvelles colis;1;0;0.913
PROM;4;5.0;Des produits de qualité;Des produits de qualité, une expédition en temps et heure, colis contenant toujours des échantillons;;darklyhandsome.com;events_entertainment;Des produits de qualité, une expédition en temps et heure, colis contenant toujours des échantillons;produits qualité expédition temps heure colis contenant échantillons;1;0;1.0
Christine Vigouroux;6;5.0;Tres bien;J ai apprécié d être prévenue du retard d envoi de ma commande et de voir arriver mon colis dans le délai annoncé.;;darklyhandsome.com;events_entertainment;J ai apprécié d être prévenue du retard d envoi de ma commande et de voir arriver mon colis dans le délai annoncé.;apprécié prévenue retard envoi commande voir arriver colis délai annoncé;1;0;0.868
Valerie;3;5.0;Envoi rapide;Envoi rapide, produit conforme.;;darklyhandsome.com;events_entertainment;Envoi rapide, produit conforme.;envoi rapide produit conforme;1;0;1.0
dicturient;3;5.0;site fiable.;site fiable.Produits conformes à mes attentes et envoyés très rapidement;;darklyhandsome.com;events_entertainment;site fiable.Produits conformes à mes attentes et envoyés très rapidement;site fiable produits conform attentes envoyés très rapidement;1;0;1.0
Grégory Moreau;1;5.0;Bon service mais....;Colis reçu en temps et en heureJ avais commandé. 2 gel douche the Brooklyn soap company the wood mais un des 2 fut mal emballé et j ai perdu la moitié du liquidePar contre le colis contenait de nombreux échantillons et c est plutôt rare pour de la correspondance;;darklyhandsome.com;events_entertainment;Colis reçu en temps et en heureJ avais commandé. 2 gel douche the Brooklyn soap company the wood mais un des 2 fut mal emballé et j ai perdu la moitié du liquidePar contre le colis contenait de nombreux échantillons et c est plutôt rare pour de la correspondance;colis reçu temps heurej commandé 2 gel douche the brooklyn soap company the wood 2 mal emballé perdu moitié liquidepar contre colis contenait échantillons rare correspondance;1;0;0.868
Laura Edelblut;1;5.0;Juste super c'est produit je m'en passe…;Juste super c'est produit je m'en passe plus;;darklyhandsome.com;events_entertainment;Juste super c'est produit je m'en passe plus;super produit passe;1;0;1.0
ERIC MARTINS;1;5.0;Rien à signaler sinon commande traitée…;Rien à signaler sinon commande traitée rapidement comme toujours.;;darklyhandsome.com;events_entertainment;Rien à signaler sinon commande traitée rapidement comme toujours.;rien signaler commande traitée rapidement;1;0;1.0
Client;2;5.0;Tres serieux .comlande recu rapidement…;Tres serieux .comlande recu rapidement et conforme . En plus echanttilon offert je recomlande vivement;;darklyhandsome.com;events_entertainment;Tres serieux .comlande recu rapidement et conforme . En plus echanttilon offert je recomlande vivement;serieux comlande recu rapidement conforme echanttilon offert recomlande vivement;1;0;0.927
Linda Lona Neves Jacquerye;1;5.0;Thanks;Thanks ! The product was perfect and exactly as I wanted and the writings were perfect.;;ukwristbands.com;events_entertainment;Thanks ! The product was perfect and exactly as I wanted and the writings were perfect.;thank ! the product be perfect and exactly want and the write be perfect;1;0;1.0
client;3;5.0;Achat parure PARKER;Bonsoir.Commande correcte , expédition rapide & surtout dans le délai.;;scriptilo.fr;events_entertainment;Bonsoir.Commande correcte , expédition rapide & surtout dans le délai.;bonsoir commande correcte expédition rapide & délai;1;0;1.0
Customer;1;5.0;Super service;Super service, super qualité, bref SUPER !;;scriptilo.fr;events_entertainment;Super service, super qualité, bref SUPER !;super service super qualité bref super !;1;0;1.0
STH;2;5.0;Qualité au top;Le service a été extrêmement rapide.Le produit correspondait à mes attentes.;;scriptilo.fr;events_entertainment;Le service a été extrêmement rapide.Le produit correspondait à mes attentes.;service extrêmement rapide produit correspondait attentes;1;0;1.0
Kate;2;5.0;Super produit;Super produit, livraison hyper rapide.;;scriptilo.fr;events_entertainment;Super produit, livraison hyper rapide.;super produit livraison hyper rapide;1;0;1.0
VERONIQUE TRZASKOS;2;5.0;Rapidité.;Rapidité.Conforme à la commande.;;scriptilo.fr;events_entertainment;Rapidité.Conforme à la commande.;rapidité conforme commande;1;0;1.0
michel cormier;2;5.0;Rien a redire;Rien a redire. Livraison comme prévu du stylo choisi;;scriptilo.fr;events_entertainment;Rien a redire. Livraison comme prévu du stylo choisi;rien redire livraison prévu stylo choisi;1;0;1.0
Gino TRISOLINI;1;5.0;Large choix;Large choix, différent style de gravure, livraison rapide.;;scriptilo.fr;events_entertainment;Large choix, différent style de gravure, livraison rapide.;large choix style gravure livraison rapide;1;0;1.0
Idalina ANDRÉ;1;3.0;Écriture caractères trop petits;Car’racteres trop petits;;scriptilo.fr;events_entertainment;Car’racteres trop petits;racteres trop petits;1;0;1.0
Jean;1;5.0;Très pro;Conforme aux attentes. Très pro. Rien à redire.;;scriptilo.fr;events_entertainment;Conforme aux attentes. Très pro. Rien à redire.;conforme attentes très pro rien redire;1;0;1.0
Elodie;3;4.0;Très bonne qualité;Produit répondant à mes exigences;;scriptilo.fr;events_entertainment;Produit répondant à mes exigences;produit répondant exigences;1;0;1.0
Ddc;1;5.0;Stylo de grande qualité;Stylo de grande qualité, gravure de grande qualité;;scriptilo.fr;events_entertainment;Stylo de grande qualité, gravure de grande qualité;stylo grande qualité gravure grande qualité;1;0;1.0
Olivier;5;5.0;Parfait;Transaction impeccable. Rapidité et fiabilité.;;scriptilo.fr;events_entertainment;Transaction impeccable. Rapidité et fiabilité.;transaction impeccable rapidité fiabilité;1;0;1.0
Sdup;4;5.0;Stylo Parker;Gravure impeccable, rapide, état impeccable !!!;;scriptilo.fr;events_entertainment;Gravure impeccable, rapide, état impeccable !!!;gravure impeccable rapide état impeccable ! ! !;1;0;1.0
Claude Thivant;1;1.0;la recharge du stylo SHEAFFER;la recharge du stylo SHEAFFER LES 2 NE SONT PAS LE BON MODEL DONC ELLES NE VONT PAS j AI 2 RECHARGES JE SAIS PAS QUOI EN FAIRE je dois trouver le bon model;;scriptilo.fr;events_entertainment;la recharge du stylo SHEAFFER LES 2 NE SONT PAS LE BON MODEL DONC ELLES NE VONT PAS j AI 2 RECHARGES JE SAIS PAS QUOI EN FAIRE je dois trouver le bon model;recharge stylo sheaffer 2 bon model 2 recharge sais faire dois trouver bon model;1;0;0.857
Chrisbxl;2;5.0;Encore sarisfaite de cette 2e commande ..;Produit conforme à la commande, livraison dans le délai prévu.;;scriptilo.fr;events_entertainment;Produit conforme à la commande, livraison dans le délai prévu.;produit conforme commande livraison délai prévu;1;0;1.0
Pedro;1;5.0;Tout a été comme prévu;Tout a été comme prévu. Magnifique.Merci;;scriptilo.fr;events_entertainment;Tout a été comme prévu. Magnifique.Merci;prévu magnifique;1;0;1.0
Rita CAMUS;2;5.0;J'ai fait 2 commandes pour 2 stylos…;J'ai fait 2 commandes pour 2 stylos gravés et que ce soit pour le traitement de la commande ou la présentation des produits la satisfaction était au rendez vous. Je viens d'indiquer le nom du site à ma fille pour une commande;;scriptilo.fr;events_entertainment;J'ai fait 2 commandes pour 2 stylos gravés et que ce soit pour le traitement de la commande ou la présentation des produits la satisfaction était au rendez vous. Je viens d'indiquer le nom du site à ma fille pour une commande;2 command 2 stylos gravés traitement commande présentation produits satisfaction rendez viens indiquer nom site fille commande;1;0;0.919
Millerot90;2;5.0;Parfait!;Service rapide et de qualité.;;scriptilo.fr;events_entertainment;Service rapide et de qualité.;service rapide qualité;1;0;1.0
Tissia060662;2;5.0;Commande de dernière minute reçue dans…;Commande de dernière minute reçue dans les temps et conformeSuperMerci;;scriptilo.fr;events_entertainment;Commande de dernière minute reçue dans les temps et conformeSuperMerci;commande dernière minute reçue temps conformesupermerci;1;0;1.0
Mme Dominique Laferrère;2;5.0;Livraison rapide;"Livraison rapide, qualité du produit Caran d""Ache comme attendu";;scriptilo.fr;events_entertainment;"Livraison rapide, qualité du produit Caran d""Ache comme attendu";livraison rapide qualité produit caran '' ache;1;0;0.879
Alexandra Maurel - Vella;2;5.0;Expérience extra;Expérience extra ! Réactivité, professionnalisme et une équipe aux petits soins !;11 mars 2021;lafabriqueasachets.com;events_entertainment;Expérience extra ! Réactivité, professionnalisme et une équipe aux petits soins !;expérience extra ! réactivité professionnalisme équipe petits soins !;1;0;1.0
Aurore Pascaud;1;5.0;Service commande à l'écoute;J'avais un problème pour passer ma commande, et le service d'aide à su réagir rapidement afin que je puisse commander;28 janvier 2021;lafabriqueasachets.com;events_entertainment;J'avais un problème pour passer ma commande, et le service d'aide à su réagir rapidement afin que je puisse commander;problème passer commande service aide su réagir rapidement puisse commander;1;0;0.847
Marie.N;1;4.0;Correspond vraiment à la description…;Correspond vraiment à la description seul bémol on voulait en faire un faire-part de naissance mais on peut inscrire que le prénom et la date... pas le poids la taille ainsi que notre adresse qui aurait pu se trouver au dos ! On a rajouté un papier avec un petit noeud il a fait l’unanimité 😉! Bonne continuation;;lafabriqueasachets.com;events_entertainment;Correspond vraiment à la description seul bémol on voulait en faire un faire-part de naissance mais on peut inscrire que le prénom et la date... pas le poids la taille ainsi que notre adresse qui aurait pu se trouver au dos ! On a rajouté un papier avec un petit noeud il a fait l’unanimité 😉! Bonne continuation;correspond vraiment description bémol voulait faire faire-part naissance inscrire prénom date poids taille adresse trouver do ! rajouté papier petit noeud unanimité 😉 ! bonne continuation;1;0;0.897
yolene;2;5.0;les sachets sont arrivés dans un délai…;les sachets sont arrivés dans un délai raisonnable et conforme à la commande !;;lafabriqueasachets.com;events_entertainment;les sachets sont arrivés dans un délai raisonnable et conforme à la commande !;sachets arrivés délai raisonnable conforme commande !;1;0;1.0
M. BOSSON;2;4.0;Joli produit;Commande arrivée dans les temps et produit conforme aux photos.;;lafabriqueasachets.com;events_entertainment;Commande arrivée dans les temps et produit conforme aux photos.;commande arrivée temps produit conforme photos;1;0;1.0
Therese Febvre;1;4.0;délai respecté;sachets avec personnalisation commandés pour cadeaux invités mariage. Résultat impeccable et effet champêtre garanti.;;lafabriqueasachets.com;events_entertainment;sachets avec personnalisation commandés pour cadeaux invités mariage. Résultat impeccable et effet champêtre garanti.;sachets personnalisation commandés cadeaux invités mariage résultat impeccable champêtre garanti;1;0;1.0
Virginie Bourgeois;3;5.0;Au top;Produit conforme, reçu très vite.;;lafabriqueasachets.com;events_entertainment;Produit conforme, reçu très vite.;produit conforme reçu très vite;1;0;1.0
Morgane;1;5.0;Sachets pour Mariage;Les sachets sont tout à fait conformes aux descriptions et aux photos.Nous les avons reçus dans les temps et nos invités en ont été comblés.;;lafabriqueasachets.com;events_entertainment;Les sachets sont tout à fait conformes aux descriptions et aux photos.Nous les avons reçus dans les temps et nos invités en ont été comblés.;sachets conform descriptions photos reçus temps invités comblés;1;0;1.0
Van;1;4.0;Beau et original;Je n’avais pas regardé la taille avant de commander donc je m’attendais à un format un peu plus grand, mais c’est de ma faute. Pour le reste tout est parfait et la livraison a été rapide.;;lafabriqueasachets.com;events_entertainment;Je n’avais pas regardé la taille avant de commander donc je m’attendais à un format un peu plus grand, mais c’est de ma faute. Pour le reste tout est parfait et la livraison a été rapide.;regardé taille commander attendais format grand faute parfait livraison rapide;1;0;0.919
DOUAY Benoit;2;5.0;Sérieux;Sérieux, expédition rapide. Du travail de professionnel;;www.mallofthewatch.com;events_entertainment;Sérieux, expédition rapide. Du travail de professionnel;sérieux expédition rapide travail professionnel;1;0;0.845
GUENANT HENRI;1;5.0;Tout était conforme;Tout était conforme, ràs.;;www.mallofthewatch.com;events_entertainment;Tout était conforme, ràs.;conforme ràs;1;0;1.0
SARL VIDOTTO;1;5.0;De vrais professionnels;De vrais professionnels, livraison conforme et rapide.;;www.mallofthewatch.com;events_entertainment;De vrais professionnels, livraison conforme et rapide.;vrais professionnels livraison conforme rapide;1;0;1.0
Gregory Tonnelieu;1;5.0;Top !;Top !Compétitif, efficace, rapide et sécurisé;;www.mallofthewatch.com;events_entertainment;Top !Compétitif, efficace, rapide et sécurisé;top ! compétitif efficace rapide sécurisé;2;0;0.816
DAVID;1;5.0;Super service;Super serviceIls sont super Pro!;;www.mallofthewatch.com;events_entertainment;Super serviceIls sont super Pro!;super serviceils super pro !;1;0;1.0
PUPKOWSKY ALAIN;1;5.0;Top!!!;Top!!!top!!!!top!!!;;www.mallofthewatch.com;events_entertainment;Top!!!top!!!!top!!!;top ! ! ! top ! ! ! ! top ! ! !;1;0;1.0
GEOFFREY;1;5.0;Excellente expérience tout est conforme…;Excellente expérience tout est conforme et conseiller toujours disponible si besoin;;www.mallofthewatch.com;events_entertainment;Excellente expérience tout est conforme et conseiller toujours disponible si besoin;excellente expérience conforme conseiller disponible besoin;1;0;1.0
Gabriel K.;2;5.0;Deuxième commande top !!;Deuxième commande, le service est toujours au top.Merci beaucoup.;;www.mallofthewatch.com;events_entertainment;Deuxième commande, le service est toujours au top.Merci beaucoup.;commande service top beaucoup;1;0;1.0
M TINO;1;5.0;Parfait;Transaction rapide et sans aucun problème. Je suis satisfait de mon achat et je conseille quiconque hésite encore. Je ferai mon prochain achat chez eux .;;www.mallofthewatch.com;events_entertainment;Transaction rapide et sans aucun problème. Je suis satisfait de mon achat et je conseille quiconque hésite encore. Je ferai mon prochain achat chez eux .;transaction rapide problème satisfait achat conseille hésite ferai prochain achat;1;0;0.802
THOMAS G.;1;5.0;A la hauteur de sa réputation;Expédition rapideService client efficaceProduit conforme;;www.mallofthewatch.com;events_entertainment;Expédition rapideService client efficaceProduit conforme;expédition rapideservice client efficaceproduit conforme;1;0;1.0
BJC;1;5.0;Excellente adresse;Service impeccable;;www.mallofthewatch.com;events_entertainment;Service impeccable;service impeccable;1;0;1.0
Bernard;9;5.0;Excellent accueil;Excellent accueil. Merci;;www.mallofthewatch.com;events_entertainment;Excellent accueil. Merci;excellent accueil;2;0;0.861
OLIVIER SCHRECK;1;5.0;Parfait !;Excellente communication. Produits conformes aux attentes. Tarifs compétitifs.;;www.mallofthewatch.com;events_entertainment;Excellente communication. Produits conformes aux attentes. Tarifs compétitifs.;excellente communication produits conform attentes tarifs compétitifs;1;0;1.0
ORTIN CHRISTOPHE;1;5.0;De confiance;De confianceMerci;;www.mallofthewatch.com;events_entertainment;De confianceMerci;confiancemerci;1;0;1.0
Dominique vigreux;5;5.0;rien a dire pour l’instant tout est…;rien a dire pour l’instant tout est correct;20 février 2021;wallgaming.com;events_entertainment;rien a dire pour l’instant tout est correct;rien instant correct;1;0;1.0
fernand regnier;3;5.0;Rien à dire;Livraison nickel;;wallgaming.com;events_entertainment;Livraison nickel;livraison nickel;1;0;1.0
Hazeflo;3;5.0;Rien a dire;Rien a dire, service rapide et discret;;wallgaming.com;events_entertainment;Rien a dire, service rapide et discret;rien service rapide discret;1;0;1.0
Kek;1;5.0;Un peu retissant au début;Un peu retissant au début, mais livré dans les 2 heures!;;wallgaming.com;events_entertainment;Un peu retissant au début, mais livré dans les 2 heures!;retissant début livré 2 heures !;1;0;1.0
Sinclair;1;5.0;Très pro;Très pro, et rapide. Rien à redire;;wallgaming.com;events_entertainment;Très pro, et rapide. Rien à redire;très pro rapide rien redire;1;0;1.0
Deenzo;1;5.0;Incredible service highly recommended…;Incredible service highly recommended in pilot mod;;wallgaming.com;events_entertainment;Incredible service highly recommended in pilot mod;incredible service highly recommend in pilot mod;1;0;1.0
Alain Tribouillier;2;5.0;pas de problème;Livraison conforme et rapide;;wallgaming.com;events_entertainment;Livraison conforme et rapide;livraison conforme rapide;1;0;1.0
Dodie;1;5.0;Bien;Super service;;wallgaming.com;events_entertainment;Super service;super service;1;0;1.0
Baragas;1;5.0;Service rapide;Service rapide, effectué avec professionnalisme;;wallgaming.com;events_entertainment;Service rapide, effectué avec professionnalisme;service rapide effectué professionnalisme;1;0;1.0
Gugus;4;5.0;Top du top;Top excellent site;;wallgaming.com;events_entertainment;Top excellent site;top excellent site;2;0;0.836
nathan consoli;1;5.0;Service professionnelle;Service professionnelle, beaucoup d’expérience;;wallgaming.com;events_entertainment;Service professionnelle, beaucoup d’expérience;service professionnelle beaucoup expérience;1;0;1.0
Fabian Jeziorny;1;4.0;Assé rapide;Assé rapide, mais ne fonctionne pas avec maestro comme indiqué.;;wallgaming.com;events_entertainment;Assé rapide, mais ne fonctionne pas avec maestro comme indiqué.;assé rapide fonctionne maestro indiqué;1;0;1.0
Chris;1;1.0;Je n'ai Tjr pas reçu la commande après…;Je n'ai Tjr pas reçu la commande après 1 semaine;;wallgaming.com;events_entertainment;Je n'ai Tjr pas reçu la commande après 1 semaine;tjr reçu commande 1 semaine;1;0;1.0
MARTINS D;2;5.0;nice;impeccable !;;wallgaming.com;events_entertainment;impeccable !;impeccable !;1;0;1.0
damas;3;5.0;inpec;juste impeccable;;wallgaming.com;events_entertainment;juste impeccable;impeccable;1;0;1.0
Allan;1;5.0;Travail rapide et réponse à nos…;Travail rapide et réponse à nos questions aussi rapide ! Super boulot;;wallgaming.com;events_entertainment;Travail rapide et réponse à nos questions aussi rapide ! Super boulot;travail rapide réponse question rapide ! super boulot;1;0;1.0
Mae;2;5.0;Vraiment super;Vraiment super, vous etes les meilleurs;;wallgaming.com;events_entertainment;Vraiment super, vous etes les meilleurs;vraiment super etes meilleurs;1;0;1.0
Mina;1;4.0;Conforme;Conforme et correct;;wallgaming.com;events_entertainment;Conforme et correct;conforme correct;1;0;1.0
a.monticelli;1;1.0;Compte verrouiller par blizzard.;Compte verrouiller par blizzard.Et encore c'est même pas wallgaming qui m'en a informé mais un email de blizzard.aucun retour de la personne avec qui j'ai communiquer les infos de compte.0/20;;wallgaming.com;events_entertainment;Compte verrouiller par blizzard.Et encore c'est même pas wallgaming qui m'en a informé mais un email de blizzard.aucun retour de la personne avec qui j'ai communiquer les infos de compte.0/20;compte verrouiller blizzard wallgaming informé email blizzard communiquer infos compte 0/20;1;0;1.0
Nostie;1;5.0;Rapide efficace comme d’habitude;Livraison rapide pour les golds et autre, personnelle de contacte (Discord, Skype) très poli et serviable !!Allez y les yeux fermés;;wallgaming.com;events_entertainment;Livraison rapide pour les golds et autre, personnelle de contacte (Discord, Skype) très poli et serviable !!Allez y les yeux fermés;livraison rapide golds personnelle contacte ( discord skype ) très poli serviable ! ! allez yeux fermés;1;0;1.0
Wilfried senecal;2;5.0;Commande raid nickel;Commande raid nickel effectué en hm service rapide et personnel super;;wallgaming.com;events_entertainment;Commande raid nickel effectué en hm service rapide et personnel super;commande raid nickel effectué hm service rapide personnel super;1;0;1.0
M. FAUDOT Fabrice;3;5.0;qualité de service parfait;le service proposer est rapide et de grande qualité.;;wallgaming.com;events_entertainment;le service proposer est rapide et de grande qualité.;service proposer rapide grande qualité;1;0;1.0
client(e);2;5.0;Une équipe à votre écoute;Une équipe à votre écoute, une réactivité très professionnelle;7 mars 2021;woom.fr;events_entertainment;Une équipe à votre écoute, une réactivité très professionnelle;équipe écoute réactivité très professionnelle;1;0;1.0
sainte rose;1;5.0;super;je le referai !;;woom.fr;events_entertainment;je le referai !;referai !;1;0;1.0
client(e);1;5.0;réponse rapide attendons de voir la…;réponse rapide attendons de voir la prestation;;woom.fr;events_entertainment;réponse rapide attendons de voir la prestation;réponse rapide attendons voir prestation;1;0;1.0
client(e;1;5.0;Super expérience en famille super après…;Super expérience en famille super après midi en canoë kayak;;woom.fr;events_entertainment;Super expérience en famille super après midi en canoë kayak;super expérience famille super midi canoë kayak;1;0;1.0
pizzanelli;1;4.0;Une réponse réactive;Une commande pour le 14 Août, se transforme en une réservation pour le 21 Août ??????Heureusement que j'ai vérifié.!!!!;;woom.fr;events_entertainment;Une commande pour le 14 Août, se transforme en une réservation pour le 21 Août ??????Heureusement que j'ai vérifié.!!!!;commande 14 août transforme réservation 21 août ? ? ? ? ? ? heureusement vérifié ! ! ! !;1;0;1.0
client(e);1;5.0;Geniiial!!;Geniiial!! Moniteur super sympa !;;woom.fr;events_entertainment;Geniiial!! Moniteur super sympa !;geniiial ! ! moniteur super sympa !;1;0;1.0
Kevin Heib;1;5.0;Saut parachute;Super sympathique!;;woom.fr;events_entertainment;Super sympathique!;super sympathique !;1;0;1.0
bozzi;2;5.0;très compétant .rapidite à repondre..à…;très compétant .rapidite à repondre..à conseiller.;;woom.fr;events_entertainment;très compétant .rapidite à repondre..à conseiller.;très compétant rapidite repondre conseiller;1;0;1.0
DEBRAY Bénédicte;2;5.0;Livraison rapide et conforme à nos…;Livraison rapide et conforme à nos attentes;;www.douceslettres.fr;events_entertainment;Livraison rapide et conforme à nos attentes;livraison rapide conforme attentes;1;0;1.0
Sabine Fournier;2;4.0;Commande qui a répondu à mes attentes…;Commande qui a répondu à mes attentes et envoi rapide;;www.douceslettres.fr;events_entertainment;Commande qui a répondu à mes attentes et envoi rapide;commande répondu attentes envoi rapide;1;0;1.0
